[21.01.2025, 17:59:45] Алуа Боевик❤️: Нет
[07.04.2025, 23:51:00] Алуа Боевик❤️: Орда
[08.04.2025, 17:24:53] Алуа Боевик❤️: Люди сегодня точно нет
кажется уже после увидимся
[08.04.2025, 17:25:31] Алуа Боевик❤️: пиздец загрузили макро анализом казахстана по отраслям , показать драфт до вылета
[08.04.2025, 17:39:16] Жазира❤️😍🤰: Капец
[08.04.2025, 17:39:27] Жазира❤️😍🤰: У кого свадьба ?
[08.04.2025, 17:47:48] Алуа Боевик❤️: у сестренки
[08.04.2025, 17:47:53] Алуа Боевик❤️: двоюродной
[08.04.2025, 17:48:07] Алуа Боевик❤️: я там не была 19 лет
[08.04.2025, 17:48:11] Алуа Боевик❤️: 18 лет
[08.04.2025, 17:50:48] Жазира❤️😍🤰: Ааа
[08.04.2025, 18:17:27] Алуа Боевик❤️: это будет очень интересная поездка, но до, придется попатеть блин
[10.04.2025, 13:08:25] Алуа Боевик❤️: @77021001616 с юбилеем тебя, моя дорогая 🫂❤️❤️❤️❤️
[10.04.2025, 14:53:05] Фас На Минималках🤌: Рахмет 🫂
[10.04.2025, 14:53:10] Фас На Минималках🤌: ❤️
‎[10.04.2025, 14:54:10] Фас На Минималках🤌: ‎sticker omitted
[10.04.2025, 14:54:19] Фас На Минималках🤌: Дами сделала 😂
[10.04.2025, 15:31:24] Алуа Боевик❤️: Люди 
Я лечу с ноутом в Атырау
[10.04.2025, 15:31:34] Алуа Боевик❤️: И мне нужно нарисовать и улучшить свои слайды
[10.04.2025, 15:31:36] Алуа Боевик❤️: Я лох
[10.04.2025, 15:31:40] Алуа Боевик❤️: 😭😭😭😭
[10.04.2025, 15:31:47] Алуа Боевик❤️: Походу спать не буду
[10.04.2025, 15:33:01] Айман: С днем рождения Айым 🍰
[10.04.2025, 16:14:22] Асем ❤️🤗: @77021001616 С Днем Рождения дорогая 🎉🎊🥳
Будь счастлива 💐
[10.04.2025, 17:52:29] Фас На Минималках🤌: ❤️рахмет девочки 🥰
[14.04.2025, 14:22:06] Асем ❤️🤗: Девочки сегодня 18:30 модель керек на чистку лица
[14.04.2025, 14:22:51] Асем ❤️🤗: Кто хочет?
[14.04.2025, 14:46:40] Алуа Боевик❤️: Я хочу 
Но ток в 19:30
[14.04.2025, 14:46:42] Алуа Боевик❤️: Доеду
[14.04.2025, 14:46:44] Алуа Боевик❤️: До тебя
[14.04.2025, 14:48:55] Асем ❤️🤗: Блин обучение 18:30
[14.04.2025, 14:49:05] Асем ❤️🤗: Я буду делать
[14.04.2025, 14:53:57] Алуа Боевик❤️: Блин
[14.04.2025, 14:53:59] Алуа Боевик❤️: Никак
[14.04.2025, 14:54:02] Алуа Боевик❤️: Работа до 7
[14.04.2025, 15:03:21] Фас На Минималках🤌: Жан а сколько по времени займет ?
‎[14.04.2025, 15:29:10] Асем ❤️🤗: ‎audio omitted
[14.04.2025, 15:33:22] Алуа Боевик❤️: Час думаю не больше
[14.04.2025, 15:33:31] Алуа Боевик❤️: Блин 2 это много
‎[14.04.2025, 15:34:34] Асем ❤️🤗: ‎audio omitted
[14.04.2025, 16:21:50] Фас На Минималках🤌: Да понимаю. Просто думала вам препод говорит сколько обучение занимает
‎[14.04.2025, 16:30:57] Асем ❤️🤗: ‎audio omitted
[14.04.2025, 16:53:59] Алуа Боевик❤️: @77717710330 когда все увидимся?😂
[14.04.2025, 16:54:10] Алуа Боевик❤️: Она улетает в среду ночью
[14.04.2025, 16:54:35] Алуа Боевик❤️: Не сегодня 
Можно завтра 
В среду наверное уже будет не до нас или наоборот проводим
[14.04.2025, 16:54:52] Айман: В смысле ты где хочешь увидеться
[14.04.2025, 16:54:57] Айман: Я сейчас в Сарканде
[14.04.2025, 16:55:01] Айман: И улечу с Алматы
[14.04.2025, 16:55:01] Алуа Боевик❤️: Аааааа
[14.04.2025, 16:55:07] Алуа Боевик❤️: Бля уже все что ли
[14.04.2025, 16:55:11] Алуа Боевик❤️: Не увидимся
[14.04.2025, 17:01:00] Айман: Ну
[14.04.2025, 17:01:38] Алуа Боевик❤️: Будет прикол, если ты улетишь на 6 мес
[14.04.2025, 17:01:54] Алуа Боевик❤️: Ты прилетишь уже после моего 30-летия
[14.04.2025, 17:01:59] Алуа Боевик❤️: Ахуеть просто
[14.04.2025, 17:02:05] Айман: Если дадут 6 мес, буду максимум 3.5
[14.04.2025, 17:02:08] Айман: 🥲
[14.04.2025, 17:02:57] Алуа Боевик❤️: А Ок
[14.04.2025, 17:03:00] Алуа Боевик❤️: 😂😂😂
[15.04.2025, 17:20:16] Алуа Боевик❤️: Люди
‎[15.04.2025, 17:20:17] Алуа Боевик❤️: ‎image omitted
‎[15.04.2025, 17:20:17] Алуа Боевик❤️: ‎image omitted
[15.04.2025, 17:20:19] Алуа Боевик❤️: Смотрите
[15.04.2025, 17:20:29] Алуа Боевик❤️: Как думаете 
Такая хуйня опасная
‎[15.04.2025, 17:21:02] Алуа Боевик❤️: ‎image omitted
[15.04.2025, 17:22:50] Фас На Минималках🤌: Хз даже
[15.04.2025, 17:24:17] Фас На Минималках🤌: Мне всегда говорили что от гормональных уколов могут быть непредвидимые изменения в организме. Типо там волосы расти или наоборот или типо аллергии что то
[15.04.2025, 17:24:31] Фас На Минималках🤌: Но в целом наверное норм
[15.04.2025, 17:25:19] Фас На Минималках🤌: Бляяч уже даже так не подзаработаю 😹
[15.04.2025, 17:27:13] Акнур: +++
[15.04.2025, 17:28:27] Алуа Боевик❤️: Короче опасны
[15.04.2025, 17:28:34] Фас На Минималках🤌: Там еще анкету наверное будешь заполнять с вопросами «был ли у вас опыт секса за деньги» 😹😹😹
[15.04.2025, 17:28:40] Алуа Боевик❤️: Но говорят фолликул наоборот Жаксы
[15.04.2025, 17:28:45] Алуа Боевик❤️: Организмге
[15.04.2025, 17:28:45] Фас На Минималках🤌: Как когда кровь сдаешь
[15.04.2025, 17:28:51] Алуа Боевик❤️: Ахаххахаха
[15.04.2025, 17:28:52] Акнур: почему угрозы или минусын айитпайды
[15.04.2025, 17:28:52] Алуа Боевик❤️: Почему
[15.04.2025, 17:28:54] Акнур: 🤣🤣🤣🤣
[15.04.2025, 17:29:02] Акнур: Никаких случаев не было деп кояды
[15.04.2025, 17:29:15] Фас На Минималках🤌: Бар ма ?
[15.04.2025, 17:29:16] Акнур: побочка неужели жок дим да
[15.04.2025, 17:29:19] Акнур: Бар го
[15.04.2025, 17:29:26] Акнур: Эндокринные нарушения
[15.04.2025, 17:29:28] Акнур: Сен айткан
[15.04.2025, 17:29:48] Фас На Минималках🤌: Хз когда кровь хотела сдать на донорства, там были такие вопросы. И я решила не сдавать 😹
[15.04.2025, 17:29:48] Акнур: Синдром гиперстимуляция яичников
[15.04.2025, 17:30:14] Алуа Боевик❤️: Жесть
[15.04.2025, 17:30:16] Фас На Минималках🤌: Офигеть
[15.04.2025, 17:30:30] Акнур: Твоя яйцеклетка из твоих Яйцеклеток
[15.04.2025, 17:30:32] Акнур: Будет кто то там
[15.04.2025, 17:30:33] Акнур: Расти
[15.04.2025, 17:30:35] Акнур: 🤣
[15.04.2025, 17:30:38] Акнур: Если сдашь
[15.04.2025, 17:30:38] Фас На Минималках🤌: Не знаю что это значит но Синдром уже не нравится ‎<This message was edited>
[15.04.2025, 17:30:50] Акнур: Появится человек
[15.04.2025, 17:30:57] Фас На Минималках🤌: Дааа, жан прикинь
[15.04.2025, 17:31:07] Акнур: И ты будешь всегда знать но не полностью
[15.04.2025, 17:31:07] Фас На Минималках🤌: Мне не очень от этой мысли например
[15.04.2025, 17:31:12] Акнур: Да да
[15.04.2025, 17:31:34] Фас На Минималках🤌: Ойланып журесин гой
[15.04.2025, 17:31:51] Фас На Минималках🤌: А как там деп или бар ма вообще
[15.04.2025, 17:32:57] Фас На Минималках🤌: Кыздар думаю отметмть др в начали мая 2-3
[15.04.2025, 17:33:02] Фас На Минималках🤌: У вас есть планы?
‎[15.04.2025, 17:33:09] Акнур: ‎audio omitted
[15.04.2025, 17:33:30] Алуа Боевик❤️: да по идее
[15.04.2025, 17:33:32] Алуа Боевик❤️: странно это
[15.04.2025, 17:33:49] Фас На Минималках🤌: Так один есть)
[15.04.2025, 17:33:49] Айман: Дело в том , что чем меньше яйцеклеток тем хуже ты выглядишь. Быстрее стареешь. Это ресурс
[15.04.2025, 17:33:49] Алуа Боевик❤️: думаю нет
[15.04.2025, 17:34:12] Алуа Боевик❤️: жан в апреле
[15.04.2025, 17:34:24] Алуа Боевик❤️: не получается?я думала вдруг улечу отдохнуть
[15.04.2025, 17:34:28] Алуа Боевик❤️: как раз выходные
[15.04.2025, 17:34:41] Фас На Минималках🤌: Бляяя басталды 😹
[15.04.2025, 17:34:51] Фас На Минималках🤌: Ты наверное на 7-9полетишь
[15.04.2025, 17:35:05] Алуа Боевик❤️: а да жан
[15.04.2025, 17:35:06] Алуа Боевик❤️: точно
[15.04.2025, 17:35:10] Алуа Боевик❤️: ошибка
[15.04.2025, 17:36:52] Фас На Минималках🤌: Первое тоже выходной может 1го тогда
[15.04.2025, 17:37:04] Алуа Боевик❤️: Давай
[15.04.2025, 17:37:34] Фас На Минималках🤌: Ок, в эти числа
[15.04.2025, 17:37:46] Фас На Минималках🤌: В баню пойдем
[15.04.2025, 17:37:54] Фас На Минималках🤌: Ищу баню тогда
[15.04.2025, 17:45:07] Алуа Боевик❤️: Кайф кайф
[15.04.2025, 17:45:25] Алуа Боевик❤️: Баня любовь 
А др в бане тройная любовь
[15.04.2025, 17:45:26] Алуа Боевик❤️: 😂
‎[17.04.2025, 20:16:06] Жазира❤️😍🤰: ‎audio omitted
[17.04.2025, 20:16:31] Акнур: Да нашла
‎[17.04.2025, 22:09:58] Асем ❤️🤗: ‎audio omitted
[17.04.2025, 22:11:25] Айман: Бля
[17.04.2025, 22:11:29] Айман: Я в ОСЛО
[17.04.2025, 22:11:44] Жазира❤️😍🤰: Че как нравится тебе
